timestamp,x,y
16:55:05.194,258,310
16:55:05.463,259,310
16:55:05.751,258,310
16:55:06.009,259,310
16:55:06.259,259,310
16:55:06.553,259,310
16:55:06.817,259,310
16:55:07.082,259,310
16:55:07.355,260,310
16:55:07.626,259,310
16:55:07.892,244,301
16:55:08.150,229,277
16:55:08.423,208,260
16:55:08.689,192,252
16:55:08.952,167,251
16:55:09.217,147,253
16:55:09.484,143,239
16:55:09.752,137,228
16:55:10.018,129,214
16:55:10.284,127,204
16:55:10.550,134,195
16:55:10.810,133,182
16:55:11.081,133,182
16:55:11.353,133,182
16:55:11.622,143,215
16:55:11.886,170,223
16:55:12.152,202,229
16:55:12.413,240,227
16:55:12.679,267,221
16:55:12.950,235,240
16:55:13.226,181,256
16:55:13.490,148,238
16:55:13.752,193,212
16:55:14.019,193,212
16:55:14.311,193,212
16:55:14.581,193,212
16:55:14.844,320,248
16:55:15.113,320,248
16:55:15.384,320,248
16:55:15.639,320,248
16:55:15.912,320,248
16:55:16.182,320,248
16:55:16.448,320,248
16:55:16.712,320,248
16:55:16.983,320,248
16:55:17.271,320,248
16:55:17.550,320,248
16:55:17.832,320,248
16:55:18.104,320,248
16:55:18.390,320,248
16:55:18.651,406,298
16:55:18.904,418,307
16:55:19.191,418,307
16:55:19.450,418,307
16:55:19.704,418,307
16:55:19.991,418,307
16:55:20.258,418,307
16:55:20.520,444,322
16:55:20.791,444,322
16:55:21.054,444,322
16:55:21.319,444,321
16:55:21.593,444,321
16:55:21.860,444,321
16:55:22.151,444,321
16:55:22.420,444,321
16:55:22.683,444,321
16:55:22.950,444,321
16:55:23.213,444,321
16:55:23.493,444,321
16:55:23.753,448,314
16:55:24.023,450,309
16:55:24.287,450,309
16:55:24.552,450,309
16:55:24.817,450,309
16:55:25.081,441,321
16:55:25.351,441,321
16:55:25.610,441,321
16:55:25.891,441,321
16:55:26.152,441,321
16:55:26.419,441,321
16:55:26.685,442,321
16:55:26.952,442,321
16:55:27.214,440,321
16:55:27.481,439,308
16:55:27.750,444,272
16:55:28.011,452,252
16:55:28.261,454,238
16:55:28.551,452,229
16:55:28.819,446,224
16:55:29.084,427,236
16:55:29.352,410,248
16:55:29.615,400,250
16:55:29.894,381,251
16:55:30.152,363,249
16:55:30.424,349,243
16:55:30.689,342,232
16:55:30.949,336,219
16:55:31.218,336,219
16:55:31.470,329,211
16:55:31.751,329,211
16:55:32.021,329,211
16:55:32.283,329,211
16:55:32.551,329,211
16:55:32.816,329,211
16:55:33.079,329,211
16:55:33.350,329,211
16:55:33.611,329,211
16:55:33.891,342,210
16:55:34.153,356,221
16:55:34.418,352,220
16:55:34.695,345,220
16:55:34.953,336,233
16:55:35.208,336,229
16:55:35.475,336,229
16:55:35.751,331,222
16:55:36.025,335,223
16:55:36.287,303,188
16:55:36.553,302,261
16:55:36.823,331,274
16:55:37.096,293,238
16:55:37.353,205,245
16:55:37.612,205,245
16:55:37.895,218,238
16:55:38.153,232,228
16:55:38.423,262,277
16:55:38.691,279,275
16:55:38.954,276,225
16:55:39.225,230,255
16:55:39.485,258,282
16:55:39.750,265,201
16:55:40.024,232,274
16:55:40.291,269,294
16:55:40.553,247,226
16:55:40.825,248,291
16:55:41.086,281,255
16:55:41.353,227,241
16:55:41.623,226,246
16:55:41.895,226,246
16:55:42.150,226,246
16:55:42.423,226,246
16:55:42.690,226,246
16:55:42.951,226,246
16:55:43.222,226,246
16:55:43.486,228,237
16:55:43.753,228,237
16:55:44.023,228,237
16:55:44.283,228,237
16:55:44.550,228,237
16:55:44.823,228,237
16:55:45.093,228,237
16:55:45.349,228,237
16:55:45.623,122,242
16:55:45.889,92,259
16:55:46.150,92,259
16:55:46.421,92,259
16:55:46.687,92,259
16:55:46.951,92,259
16:55:47.215,92,259
16:55:47.479,92,259
16:55:47.751,92,259
16:55:48.022,92,259
16:55:48.278,92,259
16:55:48.549,92,259
16:55:48.824,92,259
16:55:49.088,92,259
16:55:49.349,92,259
16:55:49.620,92,259
16:55:49.888,92,259
16:55:50.150,92,259
16:55:50.422,127,272
16:55:50.686,222,281
16:55:50.950,274,304
16:55:51.225,288,325
16:55:51.497,287,325
16:55:51.750,287,325
16:55:52.023,287,323
16:55:52.289,303,310
16:55:52.550,321,299
16:55:52.824,355,287
16:55:53.079,359,286
16:55:53.350,378,289
16:55:53.623,396,294
16:55:53.890,396,294
16:55:54.153,396,294
16:55:54.426,443,310
16:55:54.684,443,310
16:55:54.952,446,311
16:55:55.223,451,309
16:55:55.494,462,302
16:55:55.752,468,299
16:55:56.021,468,299
16:55:56.293,468,299
16:55:56.550,468,299
16:55:56.823,468,299
16:55:57.088,468,299
16:55:57.350,468,299
16:55:57.624,519,310
16:55:57.884,491,321
16:55:58.151,468,322
16:55:58.424,468,321
16:55:58.694,468,322
16:55:58.950,468,321
16:55:59.210,468,321
16:55:59.489,468,322
16:55:59.751,468,321
16:56:00.024,468,321
16:56:00.297,468,321
16:56:00.552,468,321
16:56:00.824,468,321
16:56:01.091,469,321
16:56:01.353,469,321
16:56:01.624,469,321
16:56:01.887,469,321
16:56:02.152,469,321
16:56:02.423,469,321
16:56:02.684,469,321
16:56:02.949,469,321
16:56:03.224,469,321
16:56:03.494,469,321
16:56:03.753,469,321
16:56:04.026,469,321
16:56:04.289,469,321
16:56:04.551,468,321
16:56:04.823,468,321
16:56:05.086,468,321
16:56:05.351,468,321
16:56:05.622,468,321
16:56:05.879,468,321
16:56:06.150,468,321
16:56:06.424,468,321
16:56:06.691,468,321
16:56:06.951,468,321
16:56:07.224,468,321
16:56:07.483,468,321
16:56:07.751,468,322
16:56:08.024,468,321
16:56:08.280,468,321
16:56:08.550,468,321
16:56:08.823,468,321
16:56:09.089,468,321
16:56:09.353,468,321
16:56:09.626,468,321
16:56:09.891,468,321
16:56:10.151,468,321
16:56:10.423,468,322
16:56:10.691,468,322
16:56:10.953,468,322
16:56:11.225,468,321
16:56:11.499,468,321
16:56:11.753,468,321
16:56:12.023,468,321
16:56:12.295,468,321
