timestamp,x,y
16:00:36.482,479,148
16:00:36.747,479,148
16:00:37.008,479,148
16:00:37.279,479,148
16:00:37.536,479,148
16:00:37.806,479,148
16:00:38.076,479,148
16:00:38.341,479,148
16:00:38.607,479,148
16:00:38.870,479,149
16:00:39.135,479,148
16:00:39.405,479,148
16:00:39.668,479,148
16:00:39.945,479,148
16:00:40.207,479,148
16:00:40.474,479,148
16:00:40.741,479,148
16:00:41.008,479,148
16:00:41.277,479,148
16:00:41.544,479,148
16:00:41.806,479,148
16:00:42.075,479,148
16:00:42.343,479,148
16:00:42.607,479,147
16:00:42.868,479,147
16:00:43.147,479,147
16:00:43.404,479,147
16:00:43.677,480,147
16:00:43.941,480,147
16:00:44.204,479,147
16:00:44.469,479,147
16:00:44.736,479,147
16:00:45.007,479,147
16:00:45.265,479,147
16:00:45.546,479,147
16:00:45.807,479,147
16:00:46.073,479,147
16:00:46.333,479,147
16:00:46.607,479,147
16:00:46.867,479,147
16:00:47.133,479,147
16:00:47.406,479,147
16:00:47.679,480,147
16:00:47.944,480,147
16:00:48.206,480,147
16:00:48.470,480,147
16:00:48.734,480,147
16:00:49.004,480,147
16:00:49.263,480,147
16:00:49.542,480,147
16:00:49.805,480,147
