412.50,289.58,2024-10-24 16:51:50.856130
415.62,283.33,2024-10-24 16:51:50.885262
421.88,277.08,2024-10-24 16:51:50.918727
87.50,979.17,2024-10-24 16:51:50.949597
85.94,968.75,2024-10-24 16:51:50.980407
82.81,960.42,2024-10-24 16:51:51.013350
154.69,958.33,2024-10-24 16:51:51.046394
245.31,943.75,2024-10-24 16:51:51.095079
318.75,927.08,2024-10-24 16:51:51.126106
298.44,902.08,2024-10-24 16:51:51.160527
257.81,872.92,2024-10-24 16:51:51.191397
260.94,856.25,2024-10-24 16:51:51.222336
256.25,845.83,2024-10-24 16:51:51.256595
259.38,837.50,2024-10-24 16:51:51.285414
262.50,825.00,2024-10-24 16:51:51.318604
262.50,825.00,2024-10-24 16:51:51.324605
275.00,818.75,2024-10-24 16:51:51.366094
281.25,810.42,2024-10-24 16:51:51.398363
290.62,808.33,2024-10-24 16:51:51.459792
306.25,758.33,2024-10-24 16:51:51.491138
317.19,752.08,2024-10-24 16:51:51.527071
331.25,752.08,2024-10-24 16:51:51.558859
342.19,745.83,2024-10-24 16:51:51.609089
342.19,745.83,2024-10-24 16:51:51.619538
360.94,735.42,2024-10-24 16:51:51.639623
389.06,712.50,2024-10-24 16:51:51.672090
412.50,691.67,2024-10-24 16:51:51.703028
434.38,670.83,2024-10-24 16:51:51.733671
451.56,666.67,2024-10-24 16:51:51.765452
468.75,660.42,2024-10-24 16:51:51.795710
490.62,652.08,2024-10-24 16:51:51.829975
496.88,660.42,2024-10-24 16:51:51.878322
506.25,652.08,2024-10-24 16:51:51.910397
512.50,637.50,2024-10-24 16:51:51.942437
517.19,625.00,2024-10-24 16:51:51.976435
517.19,618.75,2024-10-24 16:51:52.008658
515.62,604.17,2024-10-24 16:51:52.037841
512.50,589.58,2024-10-24 16:51:52.070350
503.13,585.42,2024-10-24 16:51:52.102644
503.13,572.92,2024-10-24 16:51:52.148327
498.44,572.92,2024-10-24 16:51:52.183327
493.75,570.83,2024-10-24 16:51:52.213861
492.19,572.92,2024-10-24 16:51:52.246859
493.75,577.08,2024-10-24 16:51:52.280863
500.00,583.33,2024-10-24 16:51:52.312388
506.25,593.75,2024-10-24 16:51:52.343800
509.38,604.17,2024-10-24 16:51:52.375387
504.69,612.50,2024-10-24 16:51:52.423925
496.88,612.50,2024-10-24 16:51:52.451930
487.50,616.67,2024-10-24 16:51:52.487925
478.12,622.92,2024-10-24 16:51:52.517893
468.75,625.00,2024-10-24 16:51:52.549011
464.06,625.00,2024-10-24 16:51:52.582009
457.81,633.33,2024-10-24 16:51:52.613573
446.88,643.75,2024-10-24 16:51:52.662576
400.00,658.33,2024-10-24 16:51:52.694577
300.00,720.83,2024-10-24 16:51:52.726670
175.00,760.42,2024-10-24 16:51:52.758672
54.69,843.75,2024-10-24 16:51:52.792486
595.31,633.33,2024-10-24 16:51:52.854849
593.75,641.67,2024-10-24 16:51:52.885849
593.75,641.67,2024-10-24 16:51:52.900652
