657.81,250.00,2024-10-24 16:52:37.497410
656.25,252.08,2024-10-24 16:52:37.528411
656.25,252.08,2024-10-24 16:52:37.561555
654.69,252.08,2024-10-24 16:52:37.594166
654.69,254.17,2024-10-24 16:52:37.626169
657.81,256.25,2024-10-24 16:52:37.658164
667.19,256.25,2024-10-24 16:52:37.689260
668.75,252.08,2024-10-24 16:52:37.738456
662.50,254.17,2024-10-24 16:52:37.769460
656.25,256.25,2024-10-24 16:52:37.803290
651.56,260.42,2024-10-24 16:52:37.835288
646.88,264.58,2024-10-24 16:52:37.865283
650.00,266.67,2024-10-24 16:52:37.896633
656.25,264.58,2024-10-24 16:52:37.927842
659.38,260.42,2024-10-24 16:52:37.959852
659.38,260.42,2024-10-24 16:52:37.969856
659.38,254.17,2024-10-24 16:52:38.009663
654.69,247.92,2024-10-24 16:52:38.041663
646.88,243.75,2024-10-24 16:52:38.073666
639.06,241.67,2024-10-24 16:52:38.105957
628.12,243.75,2024-10-24 16:52:38.170298
625.00,245.83,2024-10-24 16:52:38.201104
618.75,247.92,2024-10-24 16:52:38.234105
618.75,247.92,2024-10-24 16:52:38.248105
615.62,256.25,2024-10-24 16:52:38.281114
612.50,256.25,2024-10-24 16:52:38.312588
610.94,256.25,2024-10-24 16:52:38.344588
612.50,258.33,2024-10-24 16:52:38.377277
617.19,258.33,2024-10-24 16:52:38.409990
623.44,258.33,2024-10-24 16:52:38.439986
631.25,258.33,2024-10-24 16:52:38.472194
635.94,254.17,2024-10-24 16:52:38.504993
642.19,254.17,2024-10-24 16:52:38.553993
648.44,252.08,2024-10-24 16:52:38.585374
656.25,250.00,2024-10-24 16:52:38.618130
667.19,247.92,2024-10-24 16:52:38.650128
678.12,247.92,2024-10-24 16:52:38.682404
684.38,250.00,2024-10-24 16:52:38.713395
685.94,252.08,2024-10-24 16:52:38.746450
682.81,254.17,2024-10-24 16:52:38.793337
676.56,258.33,2024-10-24 16:52:38.825354
671.88,260.42,2024-10-24 16:52:38.858722
670.31,264.58,2024-10-24 16:52:38.889443
673.44,268.75,2024-10-24 16:52:38.923070
678.12,275.00,2024-10-24 16:52:38.954172
687.50,281.25,2024-10-24 16:52:38.984228
693.75,283.33,2024-10-24 16:52:39.017999
698.44,285.42,2024-10-24 16:52:39.064850
696.88,283.33,2024-10-24 16:52:39.095773
690.62,281.25,2024-10-24 16:52:39.127699
676.56,279.17,2024-10-24 16:52:39.160701
662.50,279.17,2024-10-24 16:52:39.194306
643.75,283.33,2024-10-24 16:52:39.224583
626.56,289.58,2024-10-24 16:52:39.258708
614.06,300.00,2024-10-24 16:52:39.290681
614.06,300.00,2024-10-24 16:52:39.296250
598.44,308.33,2024-10-24 16:52:39.370888
598.44,312.50,2024-10-24 16:52:39.403410
604.69,316.67,2024-10-24 16:52:39.434456
610.94,320.83,2024-10-24 16:52:39.466817
615.62,325.00,2024-10-24 16:52:39.498597
617.19,327.08,2024-10-24 16:52:39.531491
615.62,325.00,2024-10-24 16:52:39.578837
615.62,325.00,2024-10-24 16:52:39.589103
614.06,322.92,2024-10-24 16:52:39.609383
614.06,318.75,2024-10-24 16:52:39.642080
618.75,306.25,2024-10-24 16:52:39.675714
629.69,289.58,2024-10-24 16:52:39.707016
646.88,258.33,2024-10-24 16:52:39.771926
657.81,245.83,2024-10-24 16:52:39.803333
657.81,245.83,2024-10-24 16:52:39.810331
676.56,233.33,2024-10-24 16:52:39.849397
682.81,227.08,2024-10-24 16:52:39.881427
664.06,235.42,2024-10-24 16:52:39.914941
609.38,264.58,2024-10-24 16:52:39.950827
540.62,302.08,2024-10-24 16:52:39.976462
475.00,354.17,2024-10-24 16:52:40.010723
382.81,485.42,2024-10-24 16:52:40.044747
323.44,602.08,2024-10-24 16:52:40.074255
100.00,712.50,2024-10-24 16:52:40.122734
165.62,922.92,2024-10-24 16:52:40.155324
312.50,18.75,2024-10-24 16:52:40.188658
215.62,66.67,2024-10-24 16:52:40.219777
900.00,147.92,2024-10-24 16:52:40.250503
748.44,287.50,2024-10-24 16:52:40.282688
701.56,352.08,2024-10-24 16:52:40.314666
682.81,402.08,2024-10-24 16:52:40.347053
643.75,439.58,2024-10-24 16:52:40.395780
562.50,500.00,2024-10-24 16:52:40.426649
565.62,495.83,2024-10-24 16:52:40.457292
575.00,493.75,2024-10-24 16:52:40.489552
584.38,493.75,2024-10-24 16:52:40.521798
596.88,481.25,2024-10-24 16:52:40.557197
629.69,450.00,2024-10-24 16:52:40.590893
645.31,435.42,2024-10-24 16:52:40.634288
651.56,425.00,2024-10-24 16:52:40.667853
648.44,427.08,2024-10-24 16:52:40.699489
643.75,429.17,2024-10-24 16:52:40.732372
656.25,404.17,2024-10-24 16:52:40.761984
657.81,400.00,2024-10-24 16:52:40.794168
657.81,397.92,2024-10-24 16:52:40.825985
682.81,341.67,2024-10-24 16:52:40.859247
682.81,341.67,2024-10-24 16:52:40.867404
700.00,327.08,2024-10-24 16:52:40.906420
707.81,327.08,2024-10-24 16:52:40.969183
771.88,237.50,2024-10-24 16:52:41.000535
826.56,204.17,2024-10-24 16:52:41.034739
832.81,218.75,2024-10-24 16:52:41.065559
817.19,229.17,2024-10-24 16:52:41.100589
804.69,237.50,2024-10-24 16:52:41.131808
804.69,237.50,2024-10-24 16:52:41.139791
796.88,237.50,2024-10-24 16:52:41.178203
801.56,231.25,2024-10-24 16:52:41.211142
801.56,233.33,2024-10-24 16:52:41.242514
796.88,237.50,2024-10-24 16:52:41.273836
792.19,241.67,2024-10-24 16:52:41.306707
785.94,256.25,2024-10-24 16:52:41.371534
800.00,245.83,2024-10-24 16:52:41.403668
800.00,245.83,2024-10-24 16:52:41.409917
826.56,227.08,2024-10-24 16:52:41.452935
862.50,200.00,2024-10-24 16:52:41.484384
910.94,158.33,2024-10-24 16:52:41.514701
798.44,510.42,2024-10-24 16:52:41.547415
840.62,491.67,2024-10-24 16:52:41.578691
890.62,464.58,2024-10-24 16:52:41.611644
921.88,433.33,2024-10-24 16:52:41.643559
928.12,420.83,2024-10-24 16:52:41.689305
915.62,437.50,2024-10-24 16:52:41.721521
893.75,452.08,2024-10-24 16:52:41.754598
895.31,370.83,2024-10-24 16:52:41.784856
887.50,345.83,2024-10-24 16:52:41.818106
885.94,318.75,2024-10-24 16:52:41.850453
900.00,304.17,2024-10-24 16:52:41.883567
921.88,287.50,2024-10-24 16:52:41.914444
937.50,281.25,2024-10-24 16:52:41.962443
939.06,285.42,2024-10-24 16:52:41.996507
937.50,293.75,2024-10-24 16:52:42.025780
942.19,304.17,2024-10-24 16:52:42.058842
935.94,329.17,2024-10-24 16:52:42.091408
910.94,360.42,2024-10-24 16:52:42.123800
885.94,404.17,2024-10-24 16:52:42.156036
829.69,491.67,2024-10-24 16:52:42.187700
770.31,475.00,2024-10-24 16:52:42.236443
768.75,477.08,2024-10-24 16:52:42.265970
773.44,481.25,2024-10-24 16:52:42.298363
773.44,483.33,2024-10-24 16:52:42.329482
776.56,485.42,2024-10-24 16:52:42.361569
778.12,485.42,2024-10-24 16:52:42.393740
778.12,485.42,2024-10-24 16:52:42.426395
781.25,485.42,2024-10-24 16:52:42.473743
781.25,485.42,2024-10-24 16:52:42.482657
781.25,485.42,2024-10-24 16:52:42.506331
784.38,483.33,2024-10-24 16:52:42.570393
787.50,481.25,2024-10-24 16:52:42.603667
789.06,481.25,2024-10-24 16:52:42.634371
790.62,479.17,2024-10-24 16:52:42.666603
790.62,477.08,2024-10-24 16:52:42.698056
790.62,477.08,2024-10-24 16:52:42.718319
792.19,475.00,2024-10-24 16:52:42.746510
793.75,472.92,2024-10-24 16:52:42.779154
793.75,468.75,2024-10-24 16:52:42.811772
793.75,462.50,2024-10-24 16:52:42.841193
793.75,458.33,2024-10-24 16:52:42.873894
793.75,452.08,2024-10-24 16:52:42.905410
795.31,441.67,2024-10-24 16:52:42.969259
795.31,441.67,2024-10-24 16:52:42.984165
793.75,433.33,2024-10-24 16:52:43.019161
796.88,385.42,2024-10-24 16:52:43.050104
798.44,379.17,2024-10-24 16:52:43.082720
795.31,391.67,2024-10-24 16:52:43.113862
793.75,395.83,2024-10-24 16:52:43.145430
793.75,420.83,2024-10-24 16:52:43.178850
796.88,441.67,2024-10-24 16:52:43.207964
798.44,443.75,2024-10-24 16:52:43.240819
798.44,441.67,2024-10-24 16:52:43.288513
798.44,443.75,2024-10-24 16:52:43.321240
798.44,437.50,2024-10-24 16:52:43.353783
798.44,433.33,2024-10-24 16:52:43.386227
798.44,431.25,2024-10-24 16:52:43.418455
798.44,427.08,2024-10-24 16:52:43.448458
796.88,425.00,2024-10-24 16:52:43.480071
796.88,422.92,2024-10-24 16:52:43.528803
796.88,425.00,2024-10-24 16:52:43.561721
795.31,425.00,2024-10-24 16:52:43.595708
793.75,425.00,2024-10-24 16:52:43.626930
793.75,427.08,2024-10-24 16:52:43.658908
792.19,427.08,2024-10-24 16:52:43.689066
792.19,429.17,2024-10-24 16:52:43.719768
790.62,429.17,2024-10-24 16:52:43.754440
789.06,431.25,2024-10-24 16:52:43.803544
787.50,431.25,2024-10-24 16:52:43.834254
785.94,433.33,2024-10-24 16:52:43.867806
784.38,433.33,2024-10-24 16:52:43.897930
782.81,435.42,2024-10-24 16:52:43.932037
782.81,435.42,2024-10-24 16:52:43.963447
782.81,435.42,2024-10-24 16:52:43.991912
782.81,435.42,2024-10-24 16:52:44.028505
782.81,435.42,2024-10-24 16:52:44.033500
782.81,435.42,2024-10-24 16:52:44.074464
782.81,437.50,2024-10-24 16:52:44.106040
784.38,433.33,2024-10-24 16:52:44.171499
784.38,433.33,2024-10-24 16:52:44.202673
784.38,431.25,2024-10-24 16:52:44.234417
784.38,431.25,2024-10-24 16:52:44.266158
784.38,433.33,2024-10-24 16:52:44.315206
784.38,433.33,2024-10-24 16:52:44.339306
784.38,433.33,2024-10-24 16:52:44.347307
784.38,433.33,2024-10-24 16:52:44.379533
784.38,431.25,2024-10-24 16:52:44.410963
784.38,433.33,2024-10-24 16:52:44.444326
784.38,431.25,2024-10-24 16:52:44.473730
784.38,433.33,2024-10-24 16:52:44.506555
784.38,433.33,2024-10-24 16:52:44.538763
784.38,433.33,2024-10-24 16:52:44.586431
784.38,433.33,2024-10-24 16:52:44.618051
784.38,433.33,2024-10-24 16:52:44.651675
784.38,433.33,2024-10-24 16:52:44.683776
784.38,431.25,2024-10-24 16:52:44.714968
784.38,433.33,2024-10-24 16:52:44.746689
784.38,431.25,2024-10-24 16:52:44.779822
784.38,431.25,2024-10-24 16:52:44.809861
784.38,433.33,2024-10-24 16:52:44.857463
784.38,431.25,2024-10-24 16:52:44.889166
784.38,431.25,2024-10-24 16:52:44.919820
784.38,433.33,2024-10-24 16:52:44.956253
784.38,431.25,2024-10-24 16:52:44.985117
784.38,433.33,2024-10-24 16:52:45.017649
784.38,433.33,2024-10-24 16:52:45.049144
784.38,433.33,2024-10-24 16:52:45.082360
784.38,433.33,2024-10-24 16:52:45.130327
784.38,433.33,2024-10-24 16:52:45.162796
784.38,431.25,2024-10-24 16:52:45.195058
784.38,433.33,2024-10-24 16:52:45.227557
784.38,433.33,2024-10-24 16:52:45.259145
784.38,431.25,2024-10-24 16:52:45.290211
784.38,433.33,2024-10-24 16:52:45.322476
784.38,433.33,2024-10-24 16:52:45.371985
784.38,431.25,2024-10-24 16:52:45.403306
784.38,431.25,2024-10-24 16:52:45.435756
784.38,431.25,2024-10-24 16:52:45.466524
784.38,433.33,2024-10-24 16:52:45.499710
784.38,431.25,2024-10-24 16:52:45.529536
784.38,431.25,2024-10-24 16:52:45.562361
784.38,431.25,2024-10-24 16:52:45.594002
784.38,431.25,2024-10-24 16:52:45.603003
784.38,433.33,2024-10-24 16:52:45.643448
784.38,431.25,2024-10-24 16:52:45.674774
784.38,431.25,2024-10-24 16:52:45.708059
784.38,433.33,2024-10-24 16:52:45.770658
784.38,431.25,2024-10-24 16:52:45.802633
784.38,431.25,2024-10-24 16:52:45.835310
784.38,431.25,2024-10-24 16:52:45.867507
784.38,431.25,2024-10-24 16:52:45.874769
784.38,431.25,2024-10-24 16:52:45.916207
784.38,433.33,2024-10-24 16:52:45.947724
784.38,431.25,2024-10-24 16:52:45.978786
784.38,431.25,2024-10-24 16:52:46.009408
784.38,433.33,2024-10-24 16:52:46.042984
784.38,431.25,2024-10-24 16:52:46.074941
784.38,431.25,2024-10-24 16:52:46.107428
784.38,431.25,2024-10-24 16:52:46.155266
784.38,431.25,2024-10-24 16:52:46.187452
784.38,433.33,2024-10-24 16:52:46.219724
784.38,433.33,2024-10-24 16:52:46.251191
784.38,431.25,2024-10-24 16:52:46.282282
784.38,431.25,2024-10-24 16:52:46.314694
784.38,431.25,2024-10-24 16:52:46.348212
784.38,433.33,2024-10-24 16:52:46.380443
784.38,433.33,2024-10-24 16:52:46.426541
784.38,431.25,2024-10-24 16:52:46.458545
784.38,433.33,2024-10-24 16:52:46.490636
784.38,431.25,2024-10-24 16:52:46.522854
784.38,433.33,2024-10-24 16:52:46.555320
784.38,431.25,2024-10-24 16:52:46.585934
784.38,431.25,2024-10-24 16:52:46.619456
784.38,431.25,2024-10-24 16:52:46.650957
784.38,433.33,2024-10-24 16:52:46.698542
784.38,431.25,2024-10-24 16:52:46.729759
784.38,431.25,2024-10-24 16:52:46.762987
784.38,431.25,2024-10-24 16:52:46.795150
784.38,431.25,2024-10-24 16:52:46.826384
